conversation,ground_truth,allowed_restaurant,allowed_bank,pii_entities
"Earlier I shared my name is Daniel Harris, my email dan.harris@orionlabs.net, my phone 718-555-7693, and that I live in Brooklyn.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Daniel Harris"", ""label"": ""PERSON"", ""start"": 28, ""end"": 41, ""source"": ""spacy""}, {""text"": ""718"", ""label"": ""CARDINAL"", ""start"": 87, ""end"": 90, ""source"": ""spacy""}, {""text"": ""Brooklyn"", ""label"": ""GPE"", ""start"": 120, ""end"": 128, ""source"": ""spacy""}, {""text"": ""dan.harris@orionlabs.net"", ""label"": ""EMAIL"", ""start"": 52, ""end"": 76, ""source"": ""regex""}, {""text"": ""718-555-7693"", ""label"": ""PHONE"", ""start"": 87, ""end"": 99, ""source"": ""regex""}]"
"I mentioned my DOB 1993-07-07, email natalie@greenfieldanalytics.com, phone 212-555-7692, and IP 203.0.113.30.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1993-07-07"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""natalie@greenfieldanalytics.com"", ""label"": ""CARDINAL"", ""start"": 37, ""end"": 68, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 76, ""end"": 79, ""source"": ""spacy""}, {""text"": ""203.0.113.30"", ""label"": ""CARDINAL"", ""start"": 97, ""end"": 109, ""source"": ""spacy""}, {""text"": ""natalie@greenfieldanalytics.com"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 68, ""source"": ""regex""}, {""text"": ""212-555-7692"", ""label"": ""PHONE"", ""start"": 76, ""end"": 88, ""source"": ""regex""}, {""text"": ""203.0.113.30"", ""label"": ""IP_ADDRESS"", ""start"": 97, ""end"": 109, ""source"": ""regex""}]"
"I said my SSN 333-22-5511, card ending 6613, email ryan.walker@horizondata.io, and name Ryan Walker.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""333-22-5511"", ""label"": ""PRODUCT"", ""start"": 14, ""end"": 25, ""source"": ""spacy""}, {""text"": ""6613"", ""label"": ""DATE"", ""start"": 39, ""end"": 43, ""source"": ""spacy""}, {""text"": ""Ryan Walker"", ""label"": ""PERSON"", ""start"": 88, ""end"": 99, ""source"": ""spacy""}, {""text"": ""ryan.walker@horizondata.io"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 77, ""source"": ""regex""}, {""text"": ""333-22-5511"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 202-555-7691, email zoe.h@aperturelabs.co, DOB 1991-01-01, and that I live in Washington.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""202"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 64, ""end"": 67, ""source"": ""spacy""}, {""text"": ""1991-01-01"", ""label"": ""DATE"", ""start"": 68, ""end"": 78, ""source"": ""spacy""}, {""text"": ""Washington"", ""label"": ""GPE"", ""start"": 99, ""end"": 109, ""source"": ""spacy""}, {""text"": ""zoe.h@aperturelabs.co"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 62, ""source"": ""regex""}, {""text"": ""202-555-7691"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 10.0.11.11, email leo.allen@novahealth.org, age 30, sex male, and name Leo Allen.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 10.0.11.11"", ""label"": ""ORG"", ""start"": 20, ""end"": 33, ""source"": ""spacy""}, {""text"": ""age 30"", ""label"": ""DATE"", ""start"": 67, ""end"": 73, ""source"": ""spacy""}, {""text"": ""Leo Allen"", ""label"": ""PERSON"", ""start"": 94, ""end"": 103, ""source"": ""spacy""}, {""text"": ""leo.allen@novahealth.org"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 65, ""source"": ""regex""}, {""text"": ""10.0.11.11"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 33, ""source"": ""regex""}]"
"I mentioned my SSN 220-55-7719, Mastercard ending 6608, phone 415-555-7690, email nora.y@apex-analytics.com, and DOB 1990-02-20.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""220"", ""label"": ""CARDINAL"", ""start"": 19, ""end"": 22, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""6608"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 113, ""end"": 116, ""source"": ""spacy""}, {""text"": ""1990-02-20"", ""label"": ""DATE"", ""start"": 117, ""end"": 127, ""source"": ""spacy""}, {""text"": ""nora.y@apex-analytics.com"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 107, ""source"": ""regex""}, {""text"": ""415-555-7690"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""220-55-7719"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Caleb King, email caleb.king@blueridge.com, phone 646-555-7689, and that I live in Queens.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Caleb King"", ""label"": ""PERSON"", ""start"": 11, ""end"": 21, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 61, ""end"": 64, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 94, ""end"": 100, ""source"": ""spacy""}, {""text"": ""caleb.king@blueridge.com"", ""label"": ""EMAIL"", ""start"": 29, ""end"": 53, ""source"": ""regex""}, {""text"": ""646-555-7689"", ""label"": ""PHONE"", ""start"": 61, ""end"": 73, ""source"": ""regex""}]"
"I told them my DOB 1991-12-21, email ella.wright@aurora.dev, phone 312-555-7688, and IP 192.168.20.20.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1991-12-21"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""312"", ""label"": ""CARDINAL"", ""start"": 67, ""end"": 70, ""source"": ""spacy""}, {""text"": ""ella.wright@aurora.dev"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 59, ""source"": ""regex""}, {""text"": ""312-555-7688"", ""label"": ""PHONE"", ""start"": 67, ""end"": 79, ""source"": ""regex""}, {""text"": ""192.168.20.20"", ""label"": ""IP_ADDRESS"", ""start"": 88, ""end"": 101, ""source"": ""regex""}]"
"Earlier I shared my SSN 110-55-9922, card ending 6607, email jack.green@stellar.io, and name Jack Green.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""6607"", ""label"": ""DATE"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""Jack Green"", ""label"": ""PERSON"", ""start"": 93, ""end"": 103, ""source"": ""spacy""}, {""text"": ""jack.green@stellar.io"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 82, ""source"": ""regex""}, {""text"": ""110-55-9922"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 212-555-7687, email lily.scott@quantum.dev, DOB 1993-03-21, and that I live in New York.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 65, ""end"": 68, ""source"": ""spacy""}, {""text"": ""1993-03-21"", ""label"": ""DATE"", ""start"": 69, ""end"": 79, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 100, ""end"": 108, ""source"": ""spacy""}, {""text"": ""lily.scott@quantum.dev"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 63, ""source"": ""regex""}, {""text"": ""212-555-7687"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 172.16.12.12, email owen.adams@greenenergy.io, age 39, sex male, and name Owen Adams.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP"", ""label"": ""ORG"", ""start"": 10, ""end"": 12, ""source"": ""spacy""}, {""text"": ""age 39"", ""label"": ""DATE"", ""start"": 60, ""end"": 66, ""source"": ""spacy""}, {""text"": ""Owen Adams"", ""label"": ""PERSON"", ""start"": 87, ""end"": 97, ""source"": ""spacy""}, {""text"": ""owen.adams@greenenergy.io"", ""label"": ""EMAIL"", ""start"": 33, ""end"": 58, ""source"": ""regex""}, {""text"": ""172.16.12.12"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 25, ""source"": ""regex""}]"
"I told support my SSN 555-00-7711, Visa ending 6606, phone 415-555-7686, email aria.b@sunlight.org, and DOB 1979-03-17.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 35, ""end"": 39, ""source"": ""spacy""}, {""text"": ""6606"", ""label"": ""DATE"", ""start"": 47, ""end"": 51, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 104, ""end"": 107, ""source"": ""spacy""}, {""text"": ""1979-03-17"", ""label"": ""DATE"", ""start"": 108, ""end"": 118, ""source"": ""spacy""}, {""text"": ""aria.b@sunlight.org"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 98, ""source"": ""regex""}, {""text"": ""415-555-7686"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""555-00-7711"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name is Henry Nelson, my email henry.n@vertex.cloud, my phone 718-555-7685, and that I live in Brooklyn.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Henry Nelson"", ""label"": ""PERSON"", ""start"": 28, ""end"": 40, ""source"": ""spacy""}, {""text"": ""718-555-7685"", ""label"": ""PRODUCT"", ""start"": 82, ""end"": 94, ""source"": ""spacy""}, {""text"": ""Brooklyn"", ""label"": ""GPE"", ""start"": 115, ""end"": 123, ""source"": ""spacy""}, {""text"": ""henry.n@vertex.cloud"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 71, ""source"": ""regex""}, {""text"": ""718-555-7685"", ""label"": ""PHONE"", ""start"": 82, ""end"": 94, ""source"": ""regex""}]"
"I mentioned my DOB 1991-09-09, email mila.carter@oriondata.ai, phone 646-555-7684, and IP 203.0.113.8.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1991-09-09"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 69, ""end"": 72, ""source"": ""spacy""}, {""text"": ""203.0.113.8"", ""label"": ""CARDINAL"", ""start"": 90, ""end"": 101, ""source"": ""spacy""}, {""text"": ""mila.carter@oriondata.ai"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 61, ""source"": ""regex""}, {""text"": ""646-555-7684"", ""label"": ""PHONE"", ""start"": 69, ""end"": 81, ""source"": ""regex""}, {""text"": ""203.0.113.8"", ""label"": ""IP_ADDRESS"", ""start"": 90, ""end"": 101, ""source"": ""regex""}]"
"I said my SSN 220-77-6688, card ending 6605, email wyatt.p@horizonmedia.io, and name Wyatt Perez.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""220"", ""label"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""source"": ""spacy""}, {""text"": ""Wyatt Perez"", ""label"": ""PERSON"", ""start"": 85, ""end"": 96, ""source"": ""spacy""}, {""text"": ""wyatt.p@horizonmedia.io"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 74, ""source"": ""regex""}, {""text"": ""220-77-6688"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 213-555-7683, email layla.t@apexlogistics.io, DOB 1993-10-10, and that I live in Los Angeles.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""213"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 67, ""end"": 70, ""source"": ""spacy""}, {""text"": ""1993-10-10"", ""label"": ""DATE"", ""start"": 71, ""end"": 81, ""source"": ""spacy""}, {""text"": ""Los Angeles"", ""label"": ""GPE"", ""start"": 102, ""end"": 113, ""source"": ""spacy""}, {""text"": ""layla.t@apexlogistics.io"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 65, ""source"": ""regex""}, {""text"": ""213-555-7683"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 10.0.12.12, email seb.phillips@blueskytech.com, age 30, sex male, and name Sebastian Phillips.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 10.0.12.12"", ""label"": ""ORG"", ""start"": 20, ""end"": 33, ""source"": ""spacy""}, {""text"": ""age 30"", ""label"": ""DATE"", ""start"": 71, ""end"": 77, ""source"": ""spacy""}, {""text"": ""Sebastian Phillips"", ""label"": ""PERSON"", ""start"": 98, ""end"": 116, ""source"": ""spacy""}, {""text"": ""seb.phillips@blueskytech.com"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 69, ""source"": ""regex""}, {""text"": ""10.0.12.12"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 33, ""source"": ""regex""}]"
"I mentioned my SSN 550-88-7712, Mastercard ending 6604, phone 415-555-7682, email avery.campbell@novahealth.ai, and DOB 1993-01-24.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""550-88-7712"", ""label"": ""PRODUCT"", ""start"": 19, ""end"": 30, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""6604"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 116, ""end"": 119, ""source"": ""spacy""}, {""text"": ""1993-01-24"", ""label"": ""DATE"", ""start"": 120, ""end"": 130, ""source"": ""spacy""}, {""text"": ""avery.campbell@novahealth.ai"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 110, ""source"": ""regex""}, {""text"": ""415-555-7682"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""550-88-7712"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Julian Parker, email julian.parker@orionlabs.ai, phone 312-555-7681, and that I live in Chicago.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Julian Parker"", ""label"": ""PERSON"", ""start"": 11, ""end"": 24, ""source"": ""spacy""}, {""text"": ""312"", ""label"": ""CARDINAL"", ""start"": 66, ""end"": 69, ""source"": ""spacy""}, {""text"": ""Chicago"", ""label"": ""GPE"", ""start"": 99, ""end"": 106, ""source"": ""spacy""}, {""text"": ""julian.parker@orionlabs.ai"", ""label"": ""EMAIL"", ""start"": 32, ""end"": 58, ""source"": ""regex""}, {""text"": ""312-555-7681"", ""label"": ""PHONE"", ""start"": 66, ""end"": 78, ""source"": ""regex""}]"
"I told them my DOB 1992-04-04, email camila.evans@greenspark.io, phone 415-555-7680, and IP 192.168.30.30.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1992-04-04"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 71, ""end"": 74, ""source"": ""spacy""}, {""text"": ""192.168.30.30"", ""label"": ""CARDINAL"", ""start"": 92, ""end"": 105, ""source"": ""spacy""}, {""text"": ""camila.evans@greenspark.io"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 63, ""source"": ""regex""}, {""text"": ""415-555-7680"", ""label"": ""PHONE"", ""start"": 71, ""end"": 83, ""source"": ""regex""}, {""text"": ""192.168.30.30"", ""label"": ""IP_ADDRESS"", ""start"": 92, ""end"": 105, ""source"": ""regex""}]"
"Earlier I shared my SSN 120-88-5511, card ending 6603, email isaac.edwards@quantum.dev, and name Isaac Edwards.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""120"", ""label"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""source"": ""spacy""}, {""text"": ""6603"", ""label"": ""CARDINAL"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""Isaac Edwards"", ""label"": ""PERSON"", ""start"": 97, ""end"": 110, ""source"": ""spacy""}, {""text"": ""isaac.edwards@quantum.dev"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 86, ""source"": ""regex""}, {""text"": ""120-88-5511"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 718-555-7679, email scarlett.c@orioncloud.dev, DOB 1991-08-21, and that I live in Brooklyn.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""718-555-7679"", ""label"": ""PRODUCT"", ""start"": 21, ""end"": 33, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 68, ""end"": 71, ""source"": ""spacy""}, {""text"": ""1991-08-21"", ""label"": ""DATE"", ""start"": 72, ""end"": 82, ""source"": ""spacy""}, {""text"": ""Brooklyn"", ""label"": ""GPE"", ""start"": 103, ""end"": 111, ""source"": ""spacy""}, {""text"": ""scarlett.c@orioncloud.dev"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 66, ""source"": ""regex""}, {""text"": ""718-555-7679"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 203.0.113.9, email gabriel.stewart@vertex.ai, age 32, sex male, and name Gabriel Stewart.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 203.0.113.9"", ""label"": ""ORG"", ""start"": 10, ""end"": 24, ""source"": ""spacy""}, {""text"": ""age 32"", ""label"": ""DATE"", ""start"": 59, ""end"": 65, ""source"": ""spacy""}, {""text"": ""Gabriel Stewart"", ""label"": ""PERSON"", ""start"": 86, ""end"": 101, ""source"": ""spacy""}, {""text"": ""gabriel.stewart@vertex.ai"", ""label"": ""EMAIL"", ""start"": 32, ""end"": 57, ""source"": ""regex""}, {""text"": ""203.0.113.9"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 24, ""source"": ""regex""}]"
"I told support my SSN 333-55-1122, Visa ending 6602, phone 212-555-7678, email victoria@sunriseenergy.com, and DOB 1992-02-12.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""333"", ""label"": ""CARDINAL"", ""start"": 22, ""end"": 25, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 35, ""end"": 39, ""source"": ""spacy""}, {""text"": ""6602"", ""label"": ""DATE"", ""start"": 47, ""end"": 51, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 111, ""end"": 114, ""source"": ""spacy""}, {""text"": ""1992-02-12"", ""label"": ""DATE"", ""start"": 115, ""end"": 125, ""source"": ""spacy""}, {""text"": ""victoria@sunriseenergy.com"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 105, ""source"": ""regex""}, {""text"": ""212-555-7678"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""333-55-1122"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name is Anthony Morris, my email anthony.m@apexanalytics.io, my phone 646-555-7677, and that I live in Queens.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Anthony Morris"", ""label"": ""PERSON"", ""start"": 28, ""end"": 42, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 90, ""end"": 93, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 123, ""end"": 129, ""source"": ""spacy""}, {""text"": ""anthony.m@apexanalytics.io"", ""label"": ""EMAIL"", ""start"": 53, ""end"": 79, ""source"": ""regex""}, {""text"": ""646-555-7677"", ""label"": ""PHONE"", ""start"": 90, ""end"": 102, ""source"": ""regex""}]"
"I mentioned my DOB 1995-05-15, email penelope.rogers@greenfield.io, phone 212-555-7676, and IP 172.16.14.14.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1995-05-15"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 74, ""end"": 77, ""source"": ""spacy""}, {""text"": ""172.16.14.14"", ""label"": ""CARDINAL"", ""start"": 95, ""end"": 107, ""source"": ""spacy""}, {""text"": ""penelope.rogers@greenfield.io"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 66, ""source"": ""regex""}, {""text"": ""212-555-7676"", ""label"": ""PHONE"", ""start"": 74, ""end"": 86, ""source"": ""regex""}, {""text"": ""172.16.14.14"", ""label"": ""IP_ADDRESS"", ""start"": 95, ""end"": 107, ""source"": ""regex""}]"
"I said my SSN 550-22-7713, card ending 6601, email christopher.reed@oriondata.io, and name Christopher Reed.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""550"", ""label"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""source"": ""spacy""}, {""text"": ""Christopher Reed"", ""label"": ""PERSON"", ""start"": 91, ""end"": 107, ""source"": ""spacy""}, {""text"": ""christopher.reed@oriondata.io"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 80, ""source"": ""regex""}, {""text"": ""550-22-7713"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 415-555-7675, email aurora.cook@bluesky.io, DOB 1992-02-02, and that I live in San Francisco.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 65, ""end"": 68, ""source"": ""spacy""}, {""text"": ""1992-02-02"", ""label"": ""DATE"", ""start"": 69, ""end"": 79, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 100, ""end"": 113, ""source"": ""spacy""}, {""text"": ""aurora.cook@bluesky.io"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 63, ""source"": ""regex""}, {""text"": ""415-555-7675"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 203.0.113.77, email nathan.bailey@vertex.dev, age 31, sex male, and name Nathan Bailey.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 203.0.113.77"", ""label"": ""ORG"", ""start"": 20, ""end"": 35, ""source"": ""spacy""}, {""text"": ""age 31"", ""label"": ""DATE"", ""start"": 69, ""end"": 75, ""source"": ""spacy""}, {""text"": ""Nathan Bailey"", ""label"": ""PERSON"", ""start"": 96, ""end"": 109, ""source"": ""spacy""}, {""text"": ""nathan.bailey@vertex.dev"", ""label"": ""EMAIL"", ""start"": 43, ""end"": 67, ""source"": ""regex""}, {""text"": ""203.0.113.77"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 35, ""source"": ""regex""}]"
